service_request_id,service_name,title,description,requested_datetime,status
66202-2025,Park verschmutzt,#66202-2025 Park verschmutzt,"Guten Tag,
ich weiß nicht, ob ich auf diesem Weg Hilfe erhalten kann, aber ich möchte eine sehr unangenehme Situation melden, die jeden Tag im und nahe dem Bavariapark stattfindet.
Neben dem Deutsches Museum Verkehrszentrum schläft dort täglich eine Gruppe von ungefähr zehn Personen. Diese Menschen ",2025-11-14T13:04:50+01:00,closed
66204-2025,Park verschmutzt,#66204-2025 Park verschmutzt,"Guten Tag,
ich weiß nicht, ob ich auf diesem Weg Hilfe erhalten kann, aber ich möchte eine sehr unangenehme Situation melden, die jeden Tag im und nahe dem Bavariapark stattfindet.
Neben dem Deutsches Museum Verkehrszentrum schläft dort täglich eine Gruppe von ungefähr zehn Personen. Diese Menschen ",2025-11-14T13:07:09+01:00,closed
66208-2025,Brunnen beschädigt,#66208-2025 Brunnen beschädigt,Der trinkwasserbrunnen ist defekt,2025-11-14T14:17:52+01:00,closed
66209-2025,Grünstreifen verschmutzt,#66209-2025 Grünstreifen verschmutzt,"Jemand hat seine kompletten Unrat , Müll und elektroschrott dort entsorgt. Der Müll verteilt sich munter und wird verteilt.",2025-11-14T15:09:04+01:00,closed
66218-2025,Leuchte ausgefallen,#66218-2025 Leuchte ausgefallen,Meglinger Str Mast Nr 25,2025-11-14T17:44:53+01:00,open
66226-2025,Licht in ganzer Straße ausgefallen,#66226-2025 Licht in ganzer Straße ausgefallen,In dem Abschnitt zwischen Lothstraße und Loristraße funktioniert die Straßenbeleuchtung insgesamt nicht. ,2025-11-14T19:18:39+01:00,open
66228-2025,Leuchte ausgefallen,#66228-2025 Leuchte ausgefallen,ganze Lampe ist ausgefallen,2025-11-14T20:10:23+01:00,open
66233-2025,Leuchte ausgefallen,#66233-2025 Leuchte ausgefallen,"Offenbar ist die Leuchte (hängend, ohne Mast) kaputt. ",2025-11-15T01:12:51+01:00,closed
66235-2025,Park verschmutzt,#66235-2025 Park verschmutzt," hinter der Ablufthütte wird als WC benutzt. sehe hier regelmäßig Erwachsene ihr Geschäft erledigen - und zwar beider Sorte. Ausserdem legen die Obdachlosen Schlafzeug ins Gebüsch, holen es aber nicht mehr ab. 
Ort: von hinter TU Mensa rund um Spielplatz. Es riecht nach menschl Fekalien und Obdachl.",2025-11-15T09:03:02+01:00,closed
66254-2025,Leuchte beschädigt,#66254-2025 Leuchte beschädigt,Wurde vor ca 8 Wochen von der Feuerwehr  und Stadt  abgesägt ! Kein Licht und der Bürgersteig  ist beschädigt! Mehrere Personen sind im Dunkeln  hier schon gestürzt !  Die Müllabfuhr  nimmt die Mülltonnen aus der Iblherstrasse 20 nicht mehr mit ! Wegen der Absperrung  um den beschädigten Pfahl!  ,2025-11-15T10:34:46+01:00,closed
66256-2025,Ampel ausgefallen,#66256-2025 Ampel ausgefallen,"Die Fußgänger Ampel des Fußgängerüberwegs,der nordöstlichen Ecke funktioniert nicht. Das rote Ampelmännchen leuchtet nicht.",2025-11-15T10:59:13+01:00,closed
66263-2025,Park verschmutzt,#66263-2025 Park verschmutzt,"Mülldeponie am Parkplätze 
Eingang Englischer Garten",2025-11-15T11:45:10+01:00,closed
66267-2025,Park verschmutzt,#66267-2025 Park verschmutzt,Monopteros: Müllberge und Unrat am engl. Garten ,2025-11-15T12:43:30+01:00,closed
66270-2025,Leuchte ausgefallen,#66270-2025 Leuchte ausgefallen,A22,2025-11-15T13:04:11+01:00,open
66271-2025,Leuchte ausgefallen,#66271-2025 Leuchte ausgefallen,Keine Mastnummer vorhanden. Der Mastkopf scheint auch verdreht zu sein,2025-11-15T13:10:20+01:00,open
66272-2025,Leuchte beschädigt,#66272-2025 Leuchte beschädigt,"Verteiler umgestoßen, abgebrochen.",2025-11-15T13:25:37+01:00,closed
66278-2025,Spielplatz beschädigt,#66278-2025 Spielplatz beschädigt,Beide Mülleimer (vor dem Eingang zum Spielplatz sowie auf dem Spielplatz) sind kaputt. ,2025-11-15T14:19:26+01:00,closed
66291-2025,Spielplatz beschädigt,#66291-2025 Spielplatz beschädigt,An diversen Querverstrebungen an den Säulen sind Schrauben locker und die Verstrebungen sind nicht gespannt! ,2025-11-15T16:16:11+01:00,closed
66292-2025,Spielplatz verschmutzt,#66292-2025 Spielplatz verschmutzt,Verschmutzt durch Getränke und Verpackungen und beschmiert,2025-11-15T16:22:45+01:00,closed
66293-2025,Park beschädigt,#66293-2025 Park beschädigt,"Am gerade neu gebauten Behinderten-Badeplatz haben sich Vandalen ausgetobt und jede Menge Müll hinterlassen. Eine Bürgerin hat weggeräumt,  so gut es ging. Ein Schild und die Mauer wurden beschädigt, Grillstellen sind zu sehen. ",2025-11-15T16:27:19+01:00,closed
66294-2025,Park beschädigt,#66294-2025 Park beschädigt,"Zaun erneut mutwillig rausgerissen, Grünflächen werden von Wildparkern benutzt. Vorschlag Erdhügel aufkippen dieser kann später für die Herstellung der Flächen genutzt werden.",2025-11-15T16:35:03+01:00,closed
66295-2025,Spielplatz beschädigt,#66295-2025 Spielplatz beschädigt,Platte auf Stuhl lose. Keine Schrauben drin. Kind verletzt.,2025-11-15T16:37:00+01:00,closed
66299-2025,Grünstreifen verschmutzt,#66299-2025 Grünstreifen verschmutzt,"Etwa 50 Radkappen im Grünstreifen zwischen Trambahn und Araltankstelle, auf Höhe der Ausfahrt der Waschstraße ",2025-11-15T17:38:11+01:00,closed
66301-2025,Leuchte ausgefallen,#66301-2025 Leuchte ausgefallen,Seilleuchte aus,2025-11-15T17:45:20+01:00,closed
66302-2025,Ampel ausgefallen,#66302-2025 Ampel ausgefallen,Grünlicht von Signal 052 ist aus.,2025-11-15T17:48:36+01:00,closed
66303-2025,Licht in ganzer Straße ausgefallen,#66303-2025 Licht in ganzer Straße ausgefallen,"In der Schäufeleinstraße und Mitterhoferstraße ist die komplette Straßenbeleuchtung ausgefallen!
15.11.2025/17:45",2025-11-15T17:49:24+01:00,closed
66305-2025,Hundekotbeutelspender leer,#66305-2025 Hundekotbeutelspender leer,"Wie bereits schon mehrfach gemeldet werden die Spender für den Hundekot seit Wochen im gesamten Stadtbezirk Obermenzing nicht mehr aufgefüllt. Die Mülleimer werden zweimal die Woche geleert von ihrer Beauftragten Fremdfirma. Ich konnte beobachten, wie die Fremdfirma an den leeren Hundekotspendern vo",2025-11-15T17:53:56+01:00,closed
66308-2025,Leuchte ausgefallen,#66308-2025 Leuchte ausgefallen,"Eine der Lampen, die den Fußgängerüberweg beleuchten, ist ausgefallen.",2025-11-15T18:03:39+01:00,closed
66309-2025,Leuchte ausgefallen,#66309-2025 Leuchte ausgefallen,Eine Röhre aus,2025-11-15T18:10:50+01:00,closed
66310-2025,Leuchte ausgefallen,#66310-2025 Leuchte ausgefallen,Leuchte aus,2025-11-15T18:13:07+01:00,closed
66311-2025,Leuchte ausgefallen,#66311-2025 Leuchte ausgefallen,Eine Röhre aus ,2025-11-15T18:15:46+01:00,closed
66312-2025,Leuchte ausgefallen,#66312-2025 Leuchte ausgefallen,Eine Röhre aus,2025-11-15T18:18:09+01:00,closed
66313-2025,Leuchte ausgefallen,#66313-2025 Leuchte ausgefallen,Leuchte aus,2025-11-15T18:22:21+01:00,open
66316-2025,Leuchte ausgefallen,#66316-2025 Leuchte ausgefallen,Eine Röhre defekt,2025-11-15T18:25:40+01:00,closed
66317-2025,Leuchte ausgefallen,#66317-2025 Leuchte ausgefallen,"Laterne ist defekt, leuchtet nicht",2025-11-15T18:48:45+01:00,closed
66319-2025,Licht in ganzer Straße ausgefallen,#66319-2025 Licht in ganzer Straße ausgefallen,"Amigonistraße ohne Licht - sehr gefährlich, zumal sich Fußgänger und Autos die Straße teilen. ",2025-11-15T18:58:06+01:00,closed
66327-2025,Licht in ganzer Straße ausgefallen,#66327-2025 Licht in ganzer Straße ausgefallen,Ganze Straße dunkel,2025-11-15T19:08:16+01:00,closed
66321-2025,Leuchte ausgefallen,#66321-2025 Leuchte ausgefallen,Schon wieder kein Licht in der Schäufeleinstr  Laim,2025-11-15T19:12:12+01:00,closed
66322-2025,Leuchte ausgefallen,#66322-2025 Leuchte ausgefallen,Leider nun eine dritte Leuchte ausgefallen ,2025-11-15T20:12:17+01:00,closed
66323-2025,Grünstreifen verschmutzt,#66323-2025 Grünstreifen verschmutzt,"In der Verlängerung der Gräfelfinger Str. Richtung Lochhamer Schlag (Rad-und Fußweg) und Grägelfing wurde direkt am Waldrand rechts im Gebüsch illegal Müll entsorgt (ein altes Möbelstück/Schrank und Unterlagen?). Es liegt gegenüber dem Straßenschild ""Schlagweg"" im Gebüsch. Ablage zw. 08.-14.11.25",2025-11-15T20:23:29+01:00,closed
66325-2025,Leuchte ausgefallen,#66325-2025 Leuchte ausgefallen,"Truderingerstraße Ecke Baumkirchnerstr. ist eine Straßenlaterne ausgefallen, wenn man die Truderingerstr. stadteinwärts fährt, bei der Bushaltestelle",2025-11-15T20:46:04+01:00,closed
66326-2025,Licht in ganzer Straße ausgefallen,#66326-2025 Licht in ganzer Straße ausgefallen,In der Oettingerstr. südlich der Prinzregentenstraße ging gegen 19.30 Uhr das Licht in der ganzen Straße nicht,2025-11-15T20:47:30+01:00,closed
66329-2025,Leuchte ausgefallen,#66329-2025 Leuchte ausgefallen,Laterne an der Fußgängerampel fällt aus,2025-11-15T21:53:10+01:00,closed
66331-2025,Leuchte ausgefallen,#66331-2025 Leuchte ausgefallen,Leuchte ausgefallen,2025-11-15T22:22:22+01:00,closed
66332-2025,Leuchte ausgefallen,#66332-2025 Leuchte ausgefallen,"über der Kreuzung Westendstr./Droste-Hülshoff-Str. hängen an einem Seil über die Straße 2 runde Leuchten. Die westliche, die über der Fahrspur Richtung S/W bzw. stadtauswärts hängt, ist ausgefallen.",2025-11-15T22:27:41+01:00,closed
66333-2025,Leuchte ausgefallen,#66333-2025 Leuchte ausgefallen,"Kreuzungsbereich Westendstr. / Gerty-Spies-Str. beim Fußgängerüberweg ist
an der Leuchte 182 am südlichen Ausleger die Lampe ausgefallen",2025-11-15T22:43:18+01:00,closed
66334-2025,Leuchte ausgefallen,#66334-2025 Leuchte ausgefallen,Der Lichtmast steht aber offensichtlich ist keine Lampe montiert ,2025-11-15T22:45:56+01:00,open
66335-2025,Leuchte ausgefallen,#66335-2025 Leuchte ausgefallen,"Westendstr. / Mastnummer 180 / fast schon auf Autobahnbrücke
An der Leuchte # 180 ist der nördliche Ausleger ausgefallen",2025-11-15T22:49:17+01:00,closed
66336-2025,Leuchte ausgefallen,#66336-2025 Leuchte ausgefallen,Seit einigen Wochen eine Lampe defekt ,2025-11-15T23:14:27+01:00,closed
66337-2025,Leuchte ausgefallen,#66337-2025 Leuchte ausgefallen,Die defekte Leuchte befindet sich im Park auf dem Weg vom U Bahn Ausgang Friedenheimer Straße Richtung Hufnagelstraße auf Höhe der Rodelbergwiese.,2025-11-16T07:35:16+01:00,open
66338-2025,Bank beschädigt,#66338-2025 Bank beschädigt,"Kaputte Bank an großer Wiese. Außerdem viel Verschmutzung dahinter 
Brett ausgebrochen ",2025-11-16T08:08:21+01:00,closed
66339-2025,Leuchte ausgefallen,#66339-2025 Leuchte ausgefallen,2 Straßenlaternen am Sarah-Sonja-Lerch-Weg zwischen Kurt-Eisner-Straße und Marx-Zentrum sind defekt.,2025-11-16T08:26:14+01:00,open
66340-2025,Verkehrsschild verschmutzt,#66340-2025 Verkehrsschild verschmutzt,"Verkehrsschild, welches daraufhiinweist, dass der Weg hangabwärts ein reiner Fußweg ist, ist praktisch nicht mehr identifizierbar.",2025-11-16T08:43:55+01:00,closed
66343-2025,Spielplatz beschädigt,#66343-2025 Spielplatz beschädigt,"Sehr geehrte Damen und Herren,
da ich von Herrn Reiter bislang keinerlei Rückmeldung erhalten habe, wende ich mich nun mit großer Sorge direkt an Sie.
Der Zugang zum Spielplatz ist stark beschädigt (siehe Bilder). Wöchentlich verletzen sich dort Kinder – ich selbst war bereits zwei Mal Zeuge solcher",2025-11-16T09:16:23+01:00,closed
66344-2025,Spielplatz beschädigt,#66344-2025 Spielplatz beschädigt,"Diverse Latten an Tischen sind morsch, lose, mit Pilzen befallen oder liegen bereits im Park verteilt",2025-11-16T09:34:40+01:00,closed
66347-2025,Hundekotbeutelspender leer,#66347-2025 Hundekotbeutelspender leer,Wie immer leer !!!,2025-11-16T10:41:58+01:00,closed
66349-2025,Spielplatz verschmutzt,#66349-2025 Spielplatz verschmutzt,"Sehr geehrte Damen und Herren,

der Bolzplatz gegenüber der Mittelschule in der Elisabeth-Kohn-Strasse 4 ist stark durch Glasscherben verschmutzt (siehe Bild). Hier besteht große Gefahr für die spielenden Kinder.",2025-11-16T11:03:53+01:00,closed
66350-2025,Spielplatz beschädigt,#66350-2025 Spielplatz beschädigt,Bank Sitzauflage gebrochen.,2025-11-16T11:16:08+01:00,closed
66351-2025,Spielplatz beschädigt,#66351-2025 Spielplatz beschädigt,Karussell kracht laut beim Drehen ,2025-11-16T11:17:52+01:00,closed
66354-2025,Leuchte beschädigt,#66354-2025 Leuchte beschädigt,Die Strassenbeleuchtung ist auch Tagsüber an. ,2025-11-16T12:09:03+01:00,closed
66358-2025,Park verschmutzt,#66358-2025 Park verschmutzt,"Möchte mich beschweren über die Müllberge,den Dreck,den Grillgestank und den rücksichtslos lauten Musiklärm,den jedesmal bei schönem Wetter immer wieder die gleichen Neubürger mit ihrer ganzen Sippe im Westpark im Grillbereich unterhalb des Rosengartens verursachen!!Warum wird nichts dagegen getan?",2025-11-16T12:52:11+01:00,closed
66363-2025,Mülleimer überfüllt,#66363-2025 Mülleimer überfüllt,"Mülleimer quillt über, Müll liegt schon auf dem Boden rundherum",2025-11-16T14:10:31+01:00,closed
66369-2025,Leuchte beschädigt,#66369-2025 Leuchte beschädigt,"Leuchte aufgeklappt, leuchtet auf Haus gegenüber statt Strasse.",2025-11-16T15:34:48+01:00,closed
66370-2025,Leuchte ausgefallen,#66370-2025 Leuchte ausgefallen,Seit mehrere Wochen defekt ,2025-11-16T15:38:15+01:00,open
66371-2025,Leuchte ausgefallen,#66371-2025 Leuchte ausgefallen,"Licht geht nicht. Standort ist vor der Postfiliale. Leider ist die Mastnummer schlecht erkennbar. Deswegen habe ich eine zweite Meldung erstellt. Sorry
Erich Maier ",2025-11-16T15:44:17+01:00,open
66379-2025,Geh- und Radweg verschmutzt,#66379-2025 Geh- und Radweg verschmutzt,"Am Klara-Ziegler-Bogen - in der Verlängerung des Radwegs durch den ""Grüngürtel im Gefilde"" in Richtung Arnold-Sommerfeld-Straße wurden einige neue Parkbänke aufgestellt - aber leider kein Mülleimer. Ich sammle dort öfter Müll, aber eine dauerhafte Lösung wäre sinnvoller.
",2025-11-16T16:52:43+01:00,closed
66383-2025,Leuchte ausgefallen,#66383-2025 Leuchte ausgefallen,Leuchte ausgefallen,2025-11-16T18:07:25+01:00,closed
66386-2025,Leuchte ausgefallen,#66386-2025 Leuchte ausgefallen,"Am Korbinianplatz sind mindestens 3 Straßenlaternen defekt - eine weitere ist kurz davor komplett auszugehen, dort leuchtet die Laterne sehr schwach rötlich. Diese Meldung bezieht sich auf den kompletten Korbinianplatz.",2025-11-16T18:41:02+01:00,closed
66387-2025,Leuchte ausgefallen,#66387-2025 Leuchte ausgefallen,"Am Korbinianplatz sind mindestens 3 Straßenlaternen defekt - eine weitere ist kurz davor komplett auszugehen, dort leuchtet die Laterne sehr schwach rötlich. Diese Meldung bezieht sich auf den kompletten Korbinianplatz.",2025-11-16T18:41:45+01:00,closed
66388-2025,Leuchte ausgefallen,#66388-2025 Leuchte ausgefallen,"Die Lampe auf dem Rad-/Fußgängerweg An der Langwieder Haide Richtung Mooswiesenstraße ist ausgefallen. 
Am Mast steht zwar die Nummer 5, möglicherweise ist die vorgehende 1 abgefallen, weil die übrigen Maste mit den ""Zehner""-Nummern weitergezählt werden",2025-11-16T18:45:41+01:00,open
66389-2025,Leuchte ausgefallen,#66389-2025 Leuchte ausgefallen,Über der Brienner Straße ist eine Leuchte ausgefallen. Sie ist bei Hausnummer 59,2025-11-16T19:00:08+01:00,closed
66391-2025,Mülleimer überfüllt,#66391-2025 Mülleimer überfüllt,Massiv überfüllter Mülleimer und völlig verdrecktes Umfeld am südlichen Beginn des Mauerstegs,2025-11-16T19:22:13+01:00,closed
66392-2025,Leuchte ausgefallen,#66392-2025 Leuchte ausgefallen,Leuchte Defekt an Mast 6 gleich hinter Kreuzung zu Kantstraße,2025-11-16T19:22:48+01:00,open
66394-2025,Leuchte beschädigt,#66394-2025 Leuchte beschädigt,Leuchte Beschädigt ,2025-11-16T19:30:34+01:00,closed
66395-2025,Leuchte ausgefallen,#66395-2025 Leuchte ausgefallen,"Beim Weg zur S-Bahn-Haltestelle Johanneskirchen sind die Leuchten ausgefallen, es ist dort nachts stockfinster.",2025-11-16T19:35:07+01:00,closed
66398-2025,Leuchte ausgefallen,#66398-2025 Leuchte ausgefallen,In der Schönfeldstr. ist eine Leuchte ausgefallen. ,2025-11-16T19:45:34+01:00,open
66399-2025,Grünstreifen verschmutzt,#66399-2025 Grünstreifen verschmutzt,"Die illegale Abladung  von Küchenmöbeln und einer Waschmaschine Ecke Hans-Thonauer-Straße/Nördlingen Strasser - ich habe die Befürchtung, das diese illegale Möbelentsorgung dazu verleiten könnte das noch mehr dazu kommen könnte. ",2025-11-16T19:51:53+01:00,closed
66400-2025,Ampel ausgefallen,#66400-2025 Ampel ausgefallen,Das grüne Licht der Fußgängerampel funktioniert nicht.,2025-11-16T20:09:03+01:00,closed
66404-2025,Grünstreifen verschmutzt,#66404-2025 Grünstreifen verschmutzt,"Offene Stromkabel im Grünstreifen vor Hausnummer 36 , kommen aus Leerrohr.",2025-11-16T21:28:31+01:00,closed
66408-2025,Leuchte ausgefallen,#66408-2025 Leuchte ausgefallen,"Laternenmast auf die rechte Seite in Wendekreis ist seit circa eine Woche ausgefallen. Wir wohnen am Waldrand, es ist sehr dunkel und könnte sehr gefährlich sein.Kinder kommen abends aus Schulen
Waldheim Biergarten ist außer Saison, da kommt auch kein Licht zu der Straße.
Vielen Dank 
Carmen Alireza",2025-11-16T21:29:28+01:00,closed
66405-2025,Verkehrsschild beschädigt,#66405-2025 Verkehrsschild beschädigt,Grünflächenschutz ( Balken)  auf ganzer Helmut-Schmidt-Allee vor 36 -34  30 durch Bürger beschädigt.,2025-11-16T21:31:54+01:00,closed
66409-2025,Geh- und Radweg verschmutzt,#66409-2025 Geh- und Radweg verschmutzt,Hier wurde wieder über Nacht Sperrmüll entsorgt. Lattenroste etc. Bitte umgehend entfernen. Der Viktoriaplatz wird immer mehr zu einem Schandfleck. Grüße von einer Anwohnerin ,2025-11-16T22:57:32+01:00,closed
66414-2025,Leuchte ausgefallen,#66414-2025 Leuchte ausgefallen,Die Lampe Schäufeleinstr 33 Ecke Einfahrt Hausnummer Agnes-Bernauer-Str 30g leuchtet schon länger nicht,2025-11-16T23:15:14+01:00,closed
66423-2025,Grünstreifen verschmutzt,#66423-2025 Grünstreifen verschmutzt,"Der Grünstreifen an der Bushaltestelle und die Bushaltestelle selbst sind sehr verschmutzt, überall Abfall, Papierfetzen etc. 

Die Mülleimer werden zwar wohl geleert, aber der ganze Dreck, der im Grünstreifen liegt wird nicht entfernt und wird schlimmer
",2025-11-17T07:38:03+01:00,closed
66425-2025,Spielplatz beschädigt,#66425-2025 Spielplatz beschädigt,"Der neue Spielplatz ist nicht schön geworden -er war früher ausschließlich für Kleinkinder geeignet war es ja jetzt gerade zu gemeingefährlich. Zur Rutsche kommt man nur auf einem Steg der absolut ungesichert ist und bei dem die Kinder einfach so aus 1,30 m herunter fallen können. Bitte um Prüfung. ",2025-11-17T07:47:51+01:00,closed
66426-2025,Leuchte ausgefallen,#66426-2025 Leuchte ausgefallen,Der Leuchtenmast befindet sich unmittelbar an der Kreuzung Willi-Gebhard-Ufer und Spiridon-Luis-Ring,2025-11-17T07:49:47+01:00,closed
66443-2025,Spielplatz verschmutzt,#66443-2025 Spielplatz verschmutzt,"Spielplatz am Kolumbusplatz: Gebrauchte Spritze in der Hecke des Spielplatzes. Direkt vor dem Eingang des Städtischen Haus für Kinder Kolumbusstraße 40 (Kinderkrippe, Kindergarten, Hort).  Die Spritze ist entsorgt und die Polizei ist informiert. Bitte den Bereich vermehrt kontrollieren.",2025-11-17T10:26:20+01:00,closed
66444-2025,Mülleimer überfüllt,#66444-2025 Mülleimer überfüllt,"Neben der Bank in der Grünanlage wurde ein Mülleimer entfernt und durch einen größeren ersetzt. Leider hat man die Halterung des alten nicht entfernt, was doch ziemlich gefährlich ist. S. Foto",2025-11-17T10:51:04+01:00,closed
66445-2025,Leuchte ausgefallen,#66445-2025 Leuchte ausgefallen,Eine der Leuchten des Mastes 1 Ecke Hofbrunner Plattlinger Str ist defekt ,2025-11-17T11:15:52+01:00,closed
66448-2025,Leuchte ausgefallen,#66448-2025 Leuchte ausgefallen,Leuchte von Mast 2 ist komplett ausgefalllen. Bei Mast 3 gibt es nur ein sehr eingeschränktes Licht.,2025-11-17T11:58:41+01:00,closed
66449-2025,Ampel ausgefallen,#66449-2025 Ampel ausgefallen,"Grün bei oberer Ampel aus,
HerzogHeinrichstrasse bei Mozartstrasse",2025-11-17T12:25:57+01:00,closed
